,topic,category,content
404,"Not a big fan of Maths, wasn't good at it in school too: Dhoni on CSK's playoffs chances",sports,"On being told by commentator Murali Kartik that CSK mathematically still have the chance to qualify for IPL 2022 playoffs, MS Dhoni said, ""I'm not a big fan of Maths...even in school I wasn't good at it."" He added, ""You write your own fortune...If we [advance], it's very good, but if we don't, it's not the end of the world."""
405,"Virat Kohli bows down to Dinesh Karthik after his 375-strike rate knock, video goes viral",sports,RCB batter Virat Kohli bowed down to his teammate Dinesh Karthik in the dressing room after the latter scored an unbeaten 30 runs off eight deliveries at a strike rate of 375 against SRH. Karthik's eight-ball knock included four sixes and a four. It helped RCB put up a total of 192/3. Karthik has scored 274 runs in IPL 2022.
406,"DC to bowl first against CSK, injured Ravindra Jadeja replaced by Shivam Dube",sports,"DC captain Rishabh Pant won the toss and elected to bowl first against CSK in their IPL 2022 clash on Sunday. DC have made two changes to their playing XI, with KS Bharat and Axar Patel replacing Mandeep Singh and Lalit Yadav. Meanwhile, Shivam Dube has replaced injured Ravindra Jadeja in CSK's playing XI."
407,"Australia cricketer Head, fiancée's flight skids into a field after emergency landing",sports,"Australia cricketer Travis Head's fiancée Jessica Davies took to Instagram to reveal that their flight slid off tarmac into a field after an emergency landing at an island while they were returning from holiday in Maldives. Calling it ""terrifying"", Jessica wrote, ""It was like watching a movie."" She added they had to wait for four hours for a rescue plane."
408,Wanindu Hasaranga records best bowling figures of IPL 2022,sports,"RCB leg-spinner Wanindu Hasaranga on Sunday recorded the best bowling figures in IPL 2022 so far. The 24-year-old registered figures of 4-1-18-5 against SRH. The previous best bowling figures were recorded by SRH fast bowler Umran Malik, who had taken five wickets for 25 runs against GT on April 27. RCB defeated SRH by 67 runs today."
409,How can KKR still qualify for IPL 2022 playoffs?,sports,KKR are ninth on IPL 2022 points table with eight points. They'd require to win each of their remaining three matches with big margins to advance with 14 points and a superior net run-rate. Their fate will also depend on other teams. They'd need MI to win their last three matches and RCB to lose their remaining two matches.
410,"CSK record biggest win of IPL 2022, defeat DC",sports,"CSK defeated DC by 91 runs on Sunday to register the biggest victory (by runs) of IPL 2022. CSK have now won four matches in the tournament. The previous biggest victory (by runs) in the tournament had come on Saturday, when LSG defeated KKR by 75 runs. CSK will next face MI on Thursday."
411,How does the IPL 2022 points table read after CSK record biggest win of season?,sports,"CSK have moved to the eighth position on the IPL 2022 points table after recording the biggest win of the season against DC on Sunday. LSG, GT, RR and RCB constitute the top four, followed by DC, SRH and PBKS, who have 10 points each. MI are currently placed last, while KKR are ninth."
412,"Pic of MS Dhoni 'eating' his bat goes viral, Amit Mishra says 'He does it to keep it clean'",sports,"A picture of MS Dhoni using his teeth on his bat during CSK's match against DC went viral. A Twitter user commented, ""Reminds me of childhood...Dhoni eating bat."" ""He does that to remove tape of...bat as he likes [it] to be clean. You won't see a single piece of tape or thread coming out of MS' bat,"" Amit Mishra tweeted."
413,"RCB hand SRH their 4th straight defeat in IPL 2022, get to 14 points",sports,"RCB on Sunday handed SRH their fourth straight defeat in IPL 2022. RCB have now won two matches in a row and are currently fourth on the points table with 14 points. Faf du Plessis top-scored for RCB with 73*(50), while RCB leg-spinner Wanindu Hasaranga took five wickets. RCB will next face PBKS on Friday. "
414,"Theekshana has been the steal for CSK, one of the best buys in IPL: Jaffer",sports,"Ex-India cricketer Wasim Jaffer said CSK spinner Maheesh Theekshana, who has taken 12 wickets from eight matches so far in IPL 2022, has been outstanding. He added the Sri Lankan is one of the best buys in IPL. ""He's been the steal for CSK...has taken five wickets in the powerplay...also has four wickets in the death,"" he further said. "
415,I reckon MS Dhoni will play another IPL season: Shoaib Akhtar,sports,"Ex-Pakistan pacer Shoaib Akhtar has said that CSK skipper MS Dhoni might play another IPL season before quitting. ""Can't really predict what Dhoni does...I reckon he will play another season before he calls it a day,"" Akhtar said. ""Or again, he might be part of the management,"" he added. The 40-year-old has scored 142 runs in 10 matches so far."
416,"Despite many roadblocks for DC this season, they haven't given up: Jaffer",sports,"Ex-India opener Wasim Jaffer said DC haven't given up despite facing many roadblocks like unavailability of foreign players, injury woes and covid concerns from the start of IPL this season. ""Credit must be given to them, but still, they are...in the hunt for the playoffs...they might get on a roll soon,"" he added. DC are currently fifth in the standings.
"
417,Umran Malik shouldn't compromise on bowling fast: Nikhil Chopra,sports,"Ex-India cricketer Nikhil Chopra said SRH's Umran Malik shouldn't compromise on bowling fast as it is a ""rare commodity"". Nikhil added that Bhuvneshwar Kumar and Dale Steyn could help Umran learn skills. ""With that skill and pace, it will be a perfect blend,"" Nikhil stated. Umran bowled the fastest delivery of IPL 2022 after clocking 157.0 kmph versus Delhi Capitals."
418,"Kohli can find form only by playing, not by resting: Dilip Vengsarkar",sports,"Ex-India cricketer Dilip Vengsarkar has suggested Virat Kohli to keep playing to find his form. ""If he is failing and he takes off, doubts will start creeping into his mind. That is not the way to go about it,"" explained Vengsarkar. Kohli has registered three golden ducks and has scored 216 runs in 12 games so far in IPL 2022."
419,Took a bit of time to move on: MI pacer Sams on his 35-run over vs KKR,sports,"Reflecting upon his 35-run over in MI's five-wicket loss against KKR in IPL 2022, MI pacer Daniel Sams said, ""It took a bit of time to move on from that and see what I can learn."" Against GT on Friday, Sams defended nine runs in final over of the match to help MI register their second win this season."
420,I thought we were getting better but that is not the case: Pant,sports,"After they suffered their sixth loss in the ongoing IPL season, DC captain Rishabh Pant said CSK outplayed them in all departments in their match on Sunday. ""We have played a lot of close games...I thought we were getting better but that's not the case,"" he added. CSK posted 208/6 and dismissed DC for 117 to win by 91 runs."
421,"Du Plessis, Karthik then De Silva, the 3D effect for RCB: RP Singh",sports,"Following RCB's 67-run win against SRH in IPL 2022, RP Singh tweeted, ""Faf Du Plessis, Dinesh Karthik...then Wanindu Hasaranga De Silva! The 3D effect for RCB."" Du Plessis top-scored with an unbeaten 50-ball 73, while Karthik hit 30*. De Silva took a five-wicket haul. ""Brilliant five-fer from De Silva made sure they stayed in the race to...play-offs!"" tweeted Harbhajan Singh."
422,Won't get your form back by sitting in change room: Gavaskar on Kohli,sports,"Sunil Gavaskar opened up about Virat Kohli's form and said the ex-India captain shouldn't miss matches for Team India to take a break. ""India matches should be no. 1 priority...Sitting in the change room, it's not going to get your form back,"" Gavaskar stated. ""The more you play, the more chances you have [of] getting your form back,"" he added."
423,"He's equally good against pace, spin: Watson on DC all-rounder Powell",sports,"Calling Rovman Powell a ""world-class batsman"", DC assistant coach Shane Watson said the all-rounder is on top of his game against pace and spin bowling. ""It took him just one innings (against KKR) to find his rhythm. From then on, his mindset and technique from ball one has been absolutely outstanding,"" he stated. Powell has scored 202 runs so far."
424,India have to find a way to get Karthik in their T20 WC side: Vaughan ,sports,"Former England captain Michael Vaughan has said Team India will have to find a way to get RCB wicketkeeper-batter Dinesh Karthik in their squad for the upcoming T20 World Cup. ""With the way that Karthik is playing, he might have to put the commentary microphone down for another T20 World Cup,"" added Vaughan. Karthik scored 30*(8) against SRH on Sunday."
425,"Djokovic, because he's no. 1: Alcaraz on world's best tennis player",sports,"Carlos Alcaraz was asked to choose between Novak Djokovic and Rafael Nadal to name his pick as the world's best tennis player. To this, Alcaraz replied, ""Djokovic, because he's No. 1. But I don't know what to say. Both of them are some of the best players of history."" This comes after Alcaraz defeated Djokovic in the Madrid Open semi-finals."
426,Chelsea beat Man Utd to win Women's Super League for 3rd time in a row,sports,"Chelsea won FA Women's Super League title for the third consecutive time after a 4-2 come-from-behind win against Manchester United on Sunday. Chelsea scored three goals after being 2-1 down at half-time. Arsenal beat West Ham United 2-0 and finished second on 55 points, just one behind Chelsea. Manchester City secured the final Champions League spot as they finished third."
427,Indian men's team beat Germany 5-0 in their opener at Thomas and Uber Cup,sports,"Indian men's badminton team beat Germany 5-0 in their Group C opener at Thomas and Uber Cup Finals in Bangkok on Sunday. World Championships bronze medallist Lakshya Sen, Kidambi Srikanth, HS Prannoy won their respective singles matches, while doubles pairs of Satwiksairaj Rankireddy-Chirag Shetty and MR Arjun-Dhruv Kapila emerged victorious in doubles matches. India will face Canada on Monday."
428,"4th match, 4th 100+ score, it's a privilege to watch Pujara: Sussex Cricket",sports,"After batter Cheteshwar Pujara scored his fourth successive century for Sussex in County Championship Division Two match against Middlesex, Sussex Cricket took to Twitter to praise him. ""It's a privilege to watch Pujara,"" they wrote. Pujara scored an unbeaten 170 off 197 balls, which includes 22 fours and three sixes. He scored two double centuries(201*, 203) and one ton(109) before."
429,World no. 10 Jabeur beats Pegula to win 1st WTA 1000 title in Madrid,sports,"Tunisia's Ons Jabeur defeated 12th-seeded Jessica Pegula 7-5, 0-6, 6-2 at Madrid Open to win her first WTA 1000 title on Saturday. Notably, the 27-year-old became the first Arab woman to win a 1000 title. It was world number 10 Jabeur's 12th clay-court match win, the most among players this season. Jabeur won the final in 1 hour 54 minutes."
430,"Kohli gets out on 1st ball of the match, records his 3rd golden duck of IPL 2022",sports,RCB batter Virat Kohli got out for a golden duck on the first delivery of their match against SRH on Sunday. Kohli was caught by Kane Williamson at short midwicket on the bowling of spinner Jagadeesha Suchith. This is the third time that Kohli has been dismissed for a golden duck in IPL 2022.
431,"Kohli's frustrated reaction after golden duck goes viral, Bangar seen consoling him",sports,"RCB batter Virat Kohli's frustrated reaction after getting out for a golden duck on the first ball of their IPL 2022 match against SRH has gone viral. Several overs after his dismissal, Kohli was seen putting his hand on head. He was also seen hitting a table in frustration. Later, RCB head coach Sanjay Bangar was seen consoling Kohli."
432,Delhi Capitals forced into isolation after net bowler tests COVID-19 positive: Reports,sports,"The Delhi Capitals (DC) contingent has been forced into isolation after a net bowler tested positive for COVID-19. This comes just hours before DC were scheduled to face CSK in their 11th IPL 2022 match in Mumbai. Earlier in the season, six members of the DC contingent had tested positive for the virus."
433,"Prithvi Shaw hospitalised after fever, shares pic from hospital bed",sports,"Delhi Capitals (DC) opener Prithvi Shaw took to Instagram to share that he has been hospitalised. Sharing a picture from the hospital bed, Shaw wrote, ""Admitted in hospital and recovering from fever. Thank you all for your good wishes. Will be back in action soon."" Shaw had missed DC's previous match and won't feature against CSK tonight as well."
434,"Shimron Hetmyer leaves RR bio-bubble, to return after birth of first child",sports,"RR batter Shimron Hetmyer has left the RR bio-bubble and has travelled back to Guyana for the imminent birth of his first child. ""Babies are born only once and this will be my first...It's only because of a special emergency that I'm leaving,"" Hetmyer said in a video shared by RR. He'll return following the birth of his first child."
435,"RCB to bat first against SRH, SRH make 2 changes to their playing XI",sports,"RCB captain Faf du Plessis won the toss and elected to bat first against SRH in their IPL 2022 clash on Sunday. RCB are fielding an unchanged side, while SRH have made two changes to their playing XI. Sean Abbott and Shreyas Gopal have been replaced by Fazalhaq Farooqi and Jagadeesha Suchith in SRH's playing XI."
436,Yuzvendra Chahal records most wickets by an RR spinner in an IPL season,sports,"RR leg-spinner Yuzvendra Chahal has set the record for taking the most wickets by an RR spinner in an IPL season. With his three-wicket haul against PBKS, Chahal took his tally of wickets in IPL 2022 to 22. He broke the record held by leg-spinner Shreyas Gopal, who had taken 20 wickets for RR in IPL 2019."
437,"I was supposed to be India captain, then the Greg Chappell incident happened: Yuvraj",sports,"Ex-India all-rounder Yuvraj Singh has revealed he was supposed to become India captain, but couldn't due to the Greg Chappell incident. ""It had become Chappell or Sachin Tendulkar. I was probably the only player who supported...my teammate. Some...BCCI officials didn't like it,"" Yuvraj added. He stated, ""It was said that they should make anybody the captain but not myself."""
438,"19-year-old Carlos 1st player to beat Nadal, Djokovic in same clay court event",sports,"Spain's 19-year-old Carlos Alcaraz has become the first player ever to beat both Novak Djokovic and Rafael Nadal in the same clay court tournament. Alcaraz defeated world number one Novak Djokovic 6-7 (5-7), 7-5, 7-6 (7-5) to reach the Madrid Open final. He had earlier defeated Nadal 6-2, 1-6, 6-3 in the quarter-final of the tournament.  "
439,"Venkatesh didn't get runs, we were forced to look for other options: McCullum ",sports,"Opening up on dropping all-rounder Venkatesh Iyer from the playing XI after nine games, KKR head coach Brendon McCullum said they were forced to look for other options as the 27-year-old didn't get runs. ""He's working hard [in] the nets, trying to get his form back...He's certainly not out of contention for the games to come,"" added McCullum."
440,KKR's Venkatesh is working hard to come back stronger into squad: McCullum,sports,"Talking about Venkatesh Iyer, who was dropped from KKR's last two matches in IPL 2022, head coach Brendon McCullum said the all-rounder is working hard in the nets to make a strong comeback into the squad for the remaining matches. ""He's a real talent,"" he added. Venkatesh has scored 132 runs and has been wicketless from nine matches so far."
441,We have a lovely bond: Avesh on relationship between LSG's pace unit ,sports,"LSG pacer Avesh Khan, speaking about the relationship between the team's fast-bowling unit, said, ""We four have a lovely bond."" LSG's pace unit consists of Avesh, Dushmantha Chameera, Mohsin Khan and Jason Holder. Avesh, who scalped three wickets versus KKR on Saturday, stated Mohsin and Chameera gave LSG a good start in the match which helped reduce pressure on him."
442,Kane needs to turn from William to Villain and attack with bat: Shoaib Akhtar,sports,"Ahead of SRH's game against RCB, ex-Pakistan pacer Shoaib Akhtar said SRH captain Kane Williamson, who has so far scored 199 runs in 10 games at a strike rate of 96.14 in IPL 2022, needs to show aggression with the bat. ""Kane needs to turn from William to villain...He needs to score, otherwise SRH (will be in trouble),"" added Akhtar. "
443,Still can't think of any game where we had a complete performance: Rahul ,sports,"After their eighth win in 11 games in IPL 2022, LSG captain KL Rahul said he still can't think of a game this season where they had a ""complete performance"". He added, ""I don't think any team is going to be perfect...[but] still [there are] areas to improve."" Currently, LSG are at the top of the IPL points table. "
444,We knew he was due for a good innings: Samson on Yashasvi's 68(41),sports,"Talking about Yashasvi Jaiswal's 68-run innings against PBKS, RR captain Sanju Samson said they knew the 20-year-old was due for a good innings as he was spending a lot of hours in the nets. ""[I'm] very happy for him,"" added Samson. This was Yashasvi's fourth game and first fifty-plus score in IPL 2022. RR defeated PBKS by six wickets. "
445,Arshdeep has been brilliant: Punjab Kings skipper Mayank Agarwal,sports,"Punjab Kings skipper Mayank Agarwal has said that pacer Arshdeep Singh has ""been nothing short of brilliant"" for their franchise in this year's IPL. ""He (Arshdeep) puts his hand up when the team needs it. He has been a leader...and it has been fantastic for us. We have to make the best use of our resources,"" Agarwal said. "
446,Knew hard length would work against Russell: LSG pacer Avesh Khan,sports,"After winning against KKR by 75 runs, LSG pacer Avesh Khan has said that he knew that the ""hard length ball"" would work against KKR all-rounder Andre Russell. ""The attempt was to get Russell out...My aim was to go with the hard lengths even if that goes for six. His wicket was best,"" Khan said after dismissing Russell for 45(19)."
447,Chahal would be firm favourite to go to T20 WC: Shaun Pollock,sports,"Former South Africa captain Shaun Pollock has said RR spinner Yuzvendra Chahal, who's currently the highest wicket-taker in the ongoing IPL season, is a ""firm favourite"" to be part of India's squad for the T20 World Cup later this year. ""Chahal wasn't anywhere near the right form when it came to the last World Cup,"" added Pollock. "
448,"Nothing is well-settled in KKR, they are looking insecure: Jaffer",sports,"Former India cricketer Wasim Jaffer has said ""nothing is well-settled"" in KKR and there are insecurities in the team which are reflected in their performance in the ongoing IPL season. ""You can look at their top-order and the death bowling as well...they have not found the right combination,"" he added. KKR have lost seven of their 11 games so far."
449,He's impressed me the most: Sehwag on PBKS wicketkeeper-batter Jitesh,sports,"Praising Jitesh Sharma in ongoing IPL, ex-India opener Virender Sehwag said the PBKS wicketkeeper-batter has impressed him more than wicketkeeper-batters Rishabh Pant, Ishan Kishan and Wriddhiman Saha. Sehwag added that he's wondering if Jitesh could be in contention for a spot in India's squad for 2022 T20 World Cup. Jitesh scored an 18-ball 38* in last game against RR."
450,Yashasvi must have thought 'How did I lose my place in the XI': Sehwag,sports,"Ex-India opener Virender Sehwag said RR's Yashasvi Jaiswal must have been hurt after getting dropped from the playing XI after playing three matches in IPL 2022. ""He must have [thought], 'How did I lose my place? I was retained but someone else is playing'. When a player is hurt, expect him to do well when he comes back,"" stated Sehwag. "
451,Amount of cricket that is expected of people to play is ridiculous: Stokes,sports,"England's newly-appointed Test captain Ben Stokes has said the cricketing schedule needs to be looked at. ""It really needs looking at from a workload point of view...I want to play as much as I can for England...but...[it's] not possible,"" he added. Stokes cited the clash of their three-Test series against NZ and the ODI series against the Netherlands as example. "
452,"What Yuvraj, Kaif did was extraordinary: Nick on NatWest series final",sports,"Recalling the 2002 NatWest series final against India, ex-England cricketer Nick Knight said the team didn't know much about Yuvraj Singh and Mohammad Kaif at that point. Nick said his side did not expect Team India to chase a total of 325 runs after Sachin Tendulkar's dismissal. ""For those two guys to do what they did was extraordinary,"" he added.  "
453,Development of pacers has improved India's overseas reputation: Ian Chappell,sports,"Former Australia captain Ian Chappell has said the development of fast bowlers like Jasprit Bumrah, Mohammad Shami and Mohammed Siraj has been instrumental in improving India's overseas reputation. ""India's enormous depth in pace bowling is the envy of most countries...Team India has evolved...[to a team] that is extremely difficult to beat under any conditions,"" he added. "
454,Joe Root will bat at number 4 in Test matches: Ben Stokes,sports,"England's newly-appointed Test captain Ben Stokes has said that former skipper Joe Root will bat at number four in England's Test matches. ""I've already spoken with Joe. I've asked him to go back to four and I'm going to be at six,"" Stokes said. ""Joe will probably be averaging 90 now instead of 60 so it'll be good,"" Stokes added."
455,Bhubaneswar to host Indian Grand Prix 3 and 4 this month,sports,"Bhubaneswar will be hosting the Indian Grand Prix 3 and 4 on May 21 and 24 respectively. The events will be hosted by the Odisha government in collaboration with the Athletics Federation of India and the Odisha Athletics Association. A total of 17 events will be held in the two competitions. Notably, Madurai was previously the designated venue. "
456,Exciting to see another Spanish teenager work his way up: Kim on Alcaraz,sports,"Ex-world number one Kim Clijsters took to Twitter to praise 19-year-old Carlos Alcaraz after he became the first-ever player to defeat Rafael Nadal and Novak Djokovic back-to-back at same clay-court tournament at Madrid Open. ""So exciting to see another Spanish teenager work his way up in our sport. Takes me back to 2004-05 when Rafa started his journey,"" she wrote."
457,"Avinash Sable becomes fastest Indian to run 5,000 metres, breaks 30-year-old record",sports,"Runner Avinash Sable has become the fastest Indian to run 5,000 metres. The 27-year-old achieved the feat by clocking 13:25.65 at the Sound Running Track Meet in the US. He broke the national record set by Bahadur Prasad, who had clocked 13:29.70 in June 1992 at Barcelona Olympics. Sable finished 12th at the meet in San Juan Capistrano."
458,"KL Rahul gets out for diamond duck, IPL share video",sports,LSG captain KL Rahul was dismissed for a diamond duck on the fifth delivery of the first over against KKR on Saturday. Rahul got run out for 0(0) after a direct hit by KKR captain Shreyas Iyer. Rahul was sent back to the non-striker's end by Quinton De Kock who initially set off for a quick single.
459,"I wasn't treated properly, didn't get the respect I deserved: Chris Gayle on snubbing IPL",sports,"Talking about not giving his name for IPL mega auction earlier this year, Chris Gayle said, ""For the last couple of years...the way the IPL went about, I felt...I wasn't treated properly."" He added he didn't get the respect he deserved after doing ""so much"" for the sport and IPL. Notably, Gayle had pulled out of IPL 2021 mid-way."
460,"PBKS to bat first as RR lose toss for 10th time in IPL 2022, playing XIs announced",sports,"PBKS captain Mayank Agarwal won the toss and elected to bat first against RR in their IPL 2022 clash on Saturday. It is the 10th time in 11 IPL 2022 matches that RR captain Sanju Samson lost the toss. PBKS are fielding an unchanged side, while Yashasvi Jaiswal has replaced Karun Nair in RR's playing XI. "
461,How can CSK still qualify for IPL 2022 playoffs?,sports,"Defending champions CSK are currently ninth on IPL 2022 points table. CSK would require to win each of their remaining four matches with a big margin to stand a chance to qualify for playoffs with 14 points. CSK would also need results of other matches to go their way, with MI winning each of their remaining matches except against CSK."
462,"LSG dismiss KKR for their lowest total in IPL 2022, go top of points table",sports,"LSG defeated KKR by 75 runs on Saturday to go top of the IPL 2022 points table. LSG have now won four matches in a row. LSG put up a total of 176/7 and dismissed KKR for 101 in 14.3 overs, their lowest total of IPL 2022. KKR have now lost seven of their first 11 matches in the tournament."
463,"Hamilton wears 3 watches, 8 rings, 4 necklaces in protest of F1's jewellery ban, pic viral",sports,"Seven-time Formula One world champion Lewis Hamilton attended a press conference ahead of the Miami Grand Prix wearing three watches, eight rings, four necklaces and two earrings. It was in a protest of F1's ruling which bars drivers from wearing jewellery while racing. ""I feel like it's almost like a step backwards,"" Hamilton said."
464,Mamata Banerjee very close to me: Sourav day after hosting Shah for dinner,sports,"A day after hosting Home Minister Amit Shah for dinner in Kolkata, BCCI President Sourav Ganguly on Saturday said, ""Our honourable CM Mamata Banerjee is a person very close to me."" Addressing the inauguration programme of a private hospital in Kolkata, Ganguly added, ""I had taken the doctor who wanted to start this hospital [to her]. She immediately helped him."""
465,"RR record their first successful chase in IPL 2022, end their 2-match losing streak",sports,"RR chased down the target of 190 runs in 19.4 overs against PBKS to record their first successful run chase in IPL 2022. With the victory, RR ended their two-match losing streak. Yashasvi Jaiswal top-scored for RR with 68(41), while their leg-spinner Yuzvendra Chahal registered bowling figures of 4-0-28-3."
466,"KKR to bowl first against LSG, both teams make one change each",sports,"KKR captain Shreyas Iyer won the toss and elected to bowl first against LSG. Both the sides have made one change each. Harshit Rana has replaced Umesh Yadav in KKR's playing XI, while Avesh Khan has replaced Krishnappa Gowtham in LSG's playing XI. LSG are currently second on the IPL 2022 points table, while KKR are placed eighth."
467,"Ronaldo's girlfriend shares pics of newborn daughter, couple name her Bella Esmeralda",sports,"Manchester United forward Cristiano Ronaldo's girlfriend Georgina Rodríguez took to Instagram to share pictures of their newborn daughter. Georgina revealed that they have named their daughter 'Bella Esmeralda'. She was born on April 18. Ronaldo and Georgina were expecting twins, however, their newborn son passed away. Earlier, Ronaldo had shared a picture of Bella, writing, ""Forever love."""
468,"When I got opportunities to play Tests after Ganguly's retirement, I got cancer: Yuvraj",sports,"Ex-India all-rounder Yuvraj Singh, in a recent interview, said he wanted to play 100 Tests for India. ""When I got opportunities to play Tests after Dada's (Sourav Ganguly) retirement...I got diagnosed with cancer,"" he added. He stated, ""It has just been bad luck. I tried 24x7. I wanted to play 100 Tests...I gave it everything...but it wasn't meant to be."""
469,"PBKS' Livingstone stands outside off-stump, RR pacer Prasidh Krishna complains to umpire",sports,"During the second-last over of PBKS' innings in their match against RR, fast bowler Prasidh Krishna was seen complaining to the umpire after PBKS' Liam Livingstone was seen standing outside the off-stump. Krishna then bowled the first delivery from round the wicket. The umpire didn't signal it wide despite the ball being wide of the tramline."
470,"Kim Sharma, Leander Paes to have court marriage: Report",sports,"Actress Kim Sharma and former tennis player Leander Paes will be tying the knot in a court marriage ceremony, reported The Times of India. As per the report, the couple's parents were in Mumbai at Leander's residence to discuss their wedding. The two have been in a relationship for over a year and celebrated their first anniversary on March 29."
471,Rahul plays with the mind of the bowlers and traps them: Suresh Raina,sports,"Ex-India batter Suresh Raina said LSG captain KL Rahul is in the ""best"" phase of his career, adding that he is playing some amazing shots. ""Rahul plays with the mind of the bowlers and traps them. He forces the bowlers to bowl in the areas which are his strong zones and constructs his innings accordingly,"" stated Raina."
472,Buttler can break Kohli's record of highest runs in IPL season: Harbhajan,sports,"Ex-India spinner Harbhajan Singh said RR opener Jos Buttler can break Virat Kohli's record for scoring highest runs in an IPL season, adding that he ""will"" break it if RR reach the IPL 2022 final. ""It's very difficult to stop him,"" stated Harbhajan. Kohli had set the record by aggregating 973 runs for RCB in IPL 2016."
473,"Dhawan's an IPL legend, not discussed as much as other players: Harbhajan",sports,"Ex-India spinner Harbhajan Singh said PBKS opener Shikhar Dhawan is not discussed as much as other players, with some players given ""too much"" attention. ""Dhawan is an IPL legend. He has scored runs against all the opposition and proved himself,"" added Harbhajan. ""Dhawan deserves praise as he has scored over 6,000 runs in IPL,"" stated Harbhajan."
474,Tim David finished things really well: Rohit after win over GT,sports,"After MI batter Tim David scored 44*(21) against GT, which helped MI secure their second win of IPL 2022, skipper Rohit Sharma has said that the Singaporean batter finished their innings ""really well"". Notably, David was dropped from MI's playing XI after just two games. Since his comeback, David has played unbeaten knocks in both victories of MI this season."
475,Don't know how Miller couldn't connect any ball in final over vs MI: Sehwag,sports,"Ex-India opener Virender Sehwag said he cannot understand how GT batter David Miller failed to connect any ball in the final over of his team's chase against MI, with GT defeated by five runs. ""The bowling...was not that special that [it] prevented them from scoring those nine runs. The last two balls did not even touch Miller's bat,"" added Sehwag."
476,Fascinating why a player of his class was left out: Vettori on MI's David,sports,"Reacting to MI all-rounder Tim David's 44* off 21 balls against GT, ex-RCB captain Daniel Vettori said, ""Not one ball did he slog."" ""It would be fascinating to understand why a player of his class was left out,"" added Vettori. ""You...don't see such clean hitting with such pure shot making at the back end of an IPL innings,"" stated Vettori."
477,Bowlers took us over the line: MI's Tim David after win over GT,sports,"Mumbai Indians batter Tim David has said that bowlers got Mumbai Indians ""over the line"" in the match against Gujarat Titans, which the former won by 5 runs. ""It was a good batting wicket...Shows how well our bowlers bowled in the second half to get us over the line,"" said the 26-year-old Singaporean cricketer."
478,"Babar is better than Kohli, Shaheen better than Bumrah: Aaqib Javed",sports,"Former Pakistan pacer Aaqib Javed has said that Pakistan skipper Babar Azam is better than Virat Kohli while pacer Shaheen Afridi is better than India's Jasprit Bumrah. ""Now I think Babar is ahead. He [Kohli] had his peak but now going down,"" Javed said. ""I now think that Shaheen is better than Bumrah...(He) has more capacity than Bumrah,"" Javed added."
479,Brisbane Olympics 2032 is a big event for whole Pacific region: IOC Prez,sports,"International Olympic Committee President Thomas Bach has said that the Brisbane Olympics 2032 is a big event for the ""whole Pacific region"". ""I can say because I have been travelling in the meantime in the Pacific,"" Bach said. ""But what is important...it's everywhere, it's great anticipation of these (Olympic) Games. They are all excited, they are all motivated,"" Bach added. "
480,Arsenal offered new contract the day we lost 3 consecutive matches: Arteta,sports,"Arsenal manager Mikel Arteta who has signed a contract extension until 2025, said the club offered him the new contract on the day when they lost three consecutive matches. ""The club was so decisive and committed,"" added Arteta. Arsenal lost three consecutive matches in April after being defeated by Crystal Palace, Brighton and Southampton in Premier League matches."
481,"We are not able to capitalise on small things, LSG outplayed us: Shreyas ",sports,"After their seventh defeat in 11 games in the ongoing IPL season, KKR captain Shreyas Iyer said they have not been able to capitalise on small things during their matches. On their 75-run defeat against LSG, Shreyas said, ""They outplayed us in both the departments, batting and bowling...we leaked a lot of runs in death overs...They posted a nice total."""
482,American billionaire Boehly-led group to buy Chelsea in £4.25-bn deal from Abramovich,sports,"Chelsea have agreed terms on the £4.25-billion sale of the club to a consortium led by American billionaire Todd Boehly, who is a co-owner of the LA Dodgers baseball team. The club was put up for sale before owner Roman Abramovich was sanctioned for his alleged links to Russian President Vladimir Putin following Russia's invasion of Ukraine."
483,My family & I'll stay there: Athiya on reports of moving in brand new house with KL Rahul,sports,"Reacting to reports of moving in with KL Rahul in Mumbai, actress Athiya Shetty said, ""I am not moving in with anyone but my parents."" She added, ""My family and I will be staying in this brand new home."" This comes after reports stated that Athiya and KL Rahul have booked an entire floor in an under-construction building in Bandra."
484,"Ranveer Singh celebrates Rohit Sharma's six at IPL match, MI share pic",sports,"Ranveer Singh jumped with joy and punched in the air as he celebrated Mumbai Indians captain Rohit Sharma's six at the Indian Premier League (IPL) match against Gujarat Titans (GT). In a clip, Ranveer is seen shouting as he raised his hands to celebrate the six. Sharing Ranveer's picture, MI tweeted, ""RS on the pitch & RS in the stand!"""
485,"'He began to cry, hadn't eaten lunch for a year': Coach on MI's Kartikeya's struggle",sports,"Recalling MI spinner Kumar Kartikeya's struggle, his coach Sanjay Bharadwaj revealed that he offered the youngster to share on-site accommodation he had for his academy's cook. Recalling the first day Kartikeya stayed at his academy in Delhi, Sanjay said, ""When the cook gave him lunch, Kartikeya began to cry, he hadn't eaten lunch for a year."""
486,"GT's Sai Sudharsan becomes 1st player to get out hit wicket in IPL 2022, IPL share video",sports,"Gujarat Titans (GT) batter Sai Sudharsan on Friday became the first player to get out hit wicket in IPL 2022. MI all-rounder Kieron Pollard bowled a slow bouncer, which Sudharsan tried to pull but missed. In his follow-through, Sudharsan lost his balance and mistakenly hit the stumps with his bat. He got out for 14(11)."
