,topic,category,content
86,Tesla shares gain after Elon Musk puts $44 billion Twitter deal on hold,technology,"Shares of Tesla surged 4% on Friday after its CEO and the world's richest person Elon Musk said he has temporarily put the $44 billion deal to acquire Twitter on hold. Tesla shares have lost about 25% of their value since Musk disclosed a stake in Twitter on April 4. Meanwhile, Twitter stock plunged 10% after Musk's announcement on Friday."
87,"CoinSwitch delists LUNA as it crashes 100%, CEO says 'meltdown is rapid'",technology,"CoinSwitch Kuber CEO Ashish Singhal on Friday tweeted that the crypto exchange is delisting Terra's LUNA crypto token after it crashed nearly 100% in the last 24 hours. ""The last few days have been tough for all of us...The meltdown of the Terra ecosystem and LUNA have been rapid and devastating,"" Singhal said, noting that it is ""a tough decision""."
88,"Blockchain behind collapsed UST, LUNA tokens resumes activity after 9-hour halt",technology,"The blockchain behind stablecoin TerraUSD, or UST, and its affiliated LUNA token has resumed activity after a nine-hour halt on Friday. The Terra blockchain had stopped processing new transactions for the second time in less than a day after UST and LUNA collapsed. Several crypto exchanges, including WazirX, CoinDCX and CoinSwitch Kuber, delisted LUNA from their platforms on Friday."
89,Still committed to acquisition: Musk after putting $44 billion Twitter deal on hold,technology,"Elon Musk tweeted he's ""still committed to acquisition"" after he put on hold the $44 billion deal to take Twitter private. Musk has temporarily put the deal on hold while he awaits data supporting Twitter's claim that spam accounts comprise less than 5% of users. Twitter shares fell to their lowest level since Musk disclosed his stake after the announcement."
90,Netflix not the best place for you if you can't support our content: Netflix to staff,technology,"Netflix has sent a memo telling its employees that they might have to work on shows that they ""perceive to be harmful"", as it refuses to ""censor specific artists or voices"". It added, ""We program for a diversity of audiences and tastes...If you'd find it hard to support our content breadth, Netflix may not be the best place for you."" "
91,Musk announces 'random sampling' of 100 Twitter followers after deal put on hold,technology,"Tesla CEO Elon Musk said his team will do a random sampling of 100 followers on Twitter after the acquisition deal was put on hold over fake account data. Replying to a Twitter user, Musk said he picked 100 as the sample size number because that is what Twitter uses to calculate under 5% fake, spam or duplicate accounts."
92,Algae powers a microprocessor continuously for a year; pic released,technology,"University of Cambridge researchers used algae to power a microprocessor continuously for a year, and counting, using nothing but ambient light and water. The system contains a type of non-toxic algae 'Synechocystis' that harvests energy from the sun through photosynthesis. The tiny electrical current this generates then interacts with an aluminium electrode and is used to power a microprocessor."
93,Twitter legal called to complain I violated NDA by revealing bot check sample size: Musk,technology,"Tesla CEO Elon Musk has said that Twitter's legal team accused him of violating a non-disclosure agreement by revealing that the sample size for the social media platform's checks on automated users is 100. Musk tweeted, ""Twitter legal just called to complain that I violated their NDA by revealing the bot check sample size is 100! This actually happened."""
94,"My $2.8 mn is literally worth $1,000: YouTuber KSI after losing millions in LUNA crash",technology,"YouTuber KSI claimed he lost about $2.8 million after the cryptocurrency LUNA crashed. He revealed he had put $2.8 million in LUNA, but it plummeted to a new valuation of less than $1,000 in a day. Speaking about how previous losses made him depressed and seek therapy, KSI wrote about the recent loss, ""But that's ok because I'm not dead."""
95,"Musk says 'Twitter users being manipulated in ways they don't realise', Dorsey replies",technology,"Elon Musk said Twitter users are being manipulated by the algorithm in ways they don't realise. He tweeted, ""Very important to fix your Twitter feed: Tap home button, tap stars on upper right and select 'Latest tweets'."" Reacting to it, former Twitter CEO Jack Dorsey said, ""It was designed simply to save you time when you are away from app."""
96,Tesla puts on hold plans to sell electric cars in India over import duties: Report,technology,"Tesla has reportedly put on hold plans to sell electric cars in India after the company failed to secure lower import taxes. Billionaire Elon Musk-led Tesla has abandoned a search for showroom space in the country and reassigned some of its domestic team, Reuters reported citing sources. In 2021, Musk had said that India has the world's highest import duties."
97,Relied on Twitter's earlier filings: Musk on fake account data,technology,"Tesla CEO Elon Musk on being asked by a Twitter user why he didn't think of fake accounts percentage earlier, said, ""I relied upon the accuracy of Twitter's public filings."" This comes after Musk announced that his Twitter deal was temporarily put on hold. Musk's team will do a random sampling of 100 Twitter followers to check for fake accounts."
98,Samsung in talks to hike chipmaking prices by up to 20%: Report,technology,"Samsung Electronics is in talks with its clients about hiking prices for chip manufacturing deals by up to 20% this year, Bloomberg reported. It has completed negotiations with some clients while still in discussions with others. Contract-based chip prices are likely to rise around 15% to 20%, depending upon the level of sophistication."
99,TikTok sued by family of 10-yr-old US girl who died in viral challenge,technology,"The family of a 10-year-old US girl who choked herself to death allegedly while participating in TikTok's viral 'blackout challenge', has sued the platform. Nylah Anderson was found unconscious in her bedroom in December 2021. She spent five days in an ICU before succumbing to her injuries. Her family alleges TikTok's algorithm pushed the dare in front of her."
